belonia lichen,Gyalectaceae
beloperone,Acanthaceae
bengal coffee,Rubiaceae
Bengal kino,Fabaceae
Bengal trumpet,Acanthaceae
benincasa,Cucurbitaceae
benitoa,Asteraceae
Benjamin Franklin bush,Valerianaceae
BenLomond buckwheat,Polygonaceae
bensoniella,Saxifragaceae
bent alkaligrass,Poaceae
bent alligator-flag,Marantaceae
bent avens,Rosaceae
bent milkvetch,Fabaceae
bent sedge,Cyperaceae
bent two-whorl buckwheat,Polygonaceae
bentawn flatsedge,Cyperaceae
bentflower fiddleneck,Boraginaceae
bentflower milkvetch,Fabaceae
bent-foot speedwell,Scrophulariaceae
bentgrass,Poaceae
Bentham cypress,Cupressaceae
Bentham's broom,Fabaceae
Bentham's cornel,Cornaceae
Bentham's hevea,Euphorbiaceae
Bentham's pipewort,Eriocaulaceae
Bentley's coralroot,Orchidaceae
bentspike fountaingrass,Poaceae
bentspur orchid,Orchidaceae
berengena de paloma,Solanaceae
Berenger's mycobilimbia lichen,Porpidiaceae
bergamot orange,Rutaceae
Berggren's plagiothecium moss,Plagiotheciaceae
bergia,Elatinaceae
Berg's hedgenettle,Lamiaceae
Berg's panicgrass,Poaceae
Bering chickweed,Caryophyllaceae
Bering dwarf-primrose,Primulaceae
Bering hairgrass,Poaceae
Bering reindeer lichen,Cladoniaceae
Bering Sea dock,Polygonaceae
Bering Sea sedge,Cyperaceae
Bering's dactylina lichen,Parmeliaceae
Bering's pohlia moss,Bryaceae
Bering's tufted hairgrass,Poaceae
berkheya,Asteraceae
Berks County hawthorn,Rosaceae
Berlandier's fiddlewood,Verbenaceae
Berlandier's hedgehog cactus,Cactaceae
Berlandier's Indian mallow,Malvaceae
Berlandier's jopoy,Rutaceae
Berlandier's lobelia,Campanulaceae
Berlandier's nettlespurge,Euphorbiaceae
Berlandier's sundrops,Onagraceae
Berlandier's trumpets,Nyctaginaceae
Berlandier's wolfberry,Solanaceae
Berlandier's yellow flax,Linaceae
Bermuda buttercup,Oxalidaceae
Bermudagrass,Poaceae
Berry's penstemon,Scrophulariaceae
Berteron's rattlebox,Fabaceae
Berteron's sandmat,Euphorbiaceae
Bertero's mistletoe,Viscaceae
Bertero's tufted airplant,Bromeliaceae
bertholletia,Lecythidaceae
beruquillo,Myrtaceae
Bessey's locoweed,Fabaceae
Bessey's stickseed,Boraginaceae
bestia moss,Brachytheciaceae
Best's hygrohypnum moss,Amblystegiaceae
betatakin fiddleleaf,Hydrophyllaceae
betel palm,Arecaceae
betel pepper,Piperaceae
Bethlehem lungwort,Boraginaceae
betonyleaf brickellbush,Asteraceae
betonyleaf noseburn,Euphorbiaceae
betonyleaf thoroughwort,Asteraceae
Beyrich threeawn,Poaceae
Beyrich's entodon moss,Entodontaceae
Beyrich's fleabane,Asteraceae
Beyrich's hooded orchid,Orchidaceae
Bhutan pine,Pinaceae
biannual lettuce,Asteraceae
biatora lichen,Bacidiaceae
biatorella lichen,Biatorellaceae
Bicknell's cranesbill,Geraniaceae
Bicknell's milkvetch,Fabaceae
Bicknell's sedge,Cyperaceae
bicolor fanmustard,Brassicaceae
bicolored spleenwort,Aspleniaceae
biddy-biddy,Rosaceae
Bidwell's knotweed,Polygonaceae
biennial beeblossom,Onagraceae
biennial cinquefoil,Rosaceae
biennial woollywhite,Asteraceae
biennial wormwood,Asteraceae
big arroyo rockmat,Rosaceae
Big Bear Valley phlox,Polemoniaceae
Big Bend barometerbush,Scrophulariaceae
Big Bend beardtongue,Scrophulariaceae
Big Bend bluebonnet,Fabaceae
Big Bend bluegrass,Poaceae
Big Bend foxtail cactus,Cactaceae
Big Bend pricklypear,Cactaceae
Big Bend ringstem,Nyctaginaceae
Big Bend thelypody,Brassicaceae
Big Bend woodyaster,Asteraceae
big blackberry,Rosaceae
big blue birch,Betulaceae
big blue lilyturf,Liliaceae
big bluestem,Poaceae
big caltrop,Zygophyllaceae
big carpetgrass,Poaceae
big chickweed,Caryophyllaceae
big cordgrass,Poaceae
big cypress star orchid,Orchidaceae
big deervetch,Fabaceae
big devils beggartick,Asteraceae
big floatingheart,Menyanthaceae
big galleta,Poaceae
Big Horn fleabane,Asteraceae
Big Horseshoe Lake dewberry,Rosaceae
Big Island ma'oloa,Urticaceae
big map lichen,Rhizocarpaceae
Big Pine biscuitroot,Apiaceae
big quakinggrass,Poaceae
big red sage,Lamiaceae
big red stem moss,Hylocomiaceae
big sacaton,Poaceae
big sagebrush,Asteraceae
big saltbush,Chenopodiaceae
big sandbur,Poaceae
big spore andreaeobryum moss,Andreaeobryaceae
big spore cracked lichen,Acarosporaceae
big squirreltail,Poaceae
big tarweed,Asteraceae
big trefoil,Fabaceae
big western bittercress,Brassicaceae
big yellow velvetleaf,Malvaceae
bigberry manzanita,Ericaceae
bigbract verbena,Verbenaceae
bigcone Douglas-fir,Pinaceae
Bigelow sage,Asteraceae
Bigelow's amaranth,Amaranthaceae
Bigelow's bahia,Asteraceae
Bigelow's beggarticks,Asteraceae
Bigelow's bluegrass,Poaceae
Bigelow's bristlehead,Asteraceae
Bigelow's desertgrass,Poaceae
Bigelow's false willow,Asteraceae
Bigelow's fleabane,Asteraceae
Bigelow's leather flower,Ranunculaceae
Bigelow's linanthus,Polemoniaceae
Bigelow's monkeyflower,Scrophulariaceae
Bigelow's nolina,Liliaceae
Bigelow's onion,Liliaceae
Bigelow's porotrichum moss,Thamnobryaceae
Bigelow's rubberweed,Asteraceae
Bigelow's sedge,Cyperaceae
Bigelow's sneezeweed,Asteraceae
Bigelow's tansyaster,Asteraceae
Bigelow's thoroughwort,Asteraceae
Bigelow's tickseed,Asteraceae
Bigelow's tobacco,Solanaceae
Bigelow's willow,Salicaceae
bigflower agoseris,Asteraceae
bigflower bladderpod,Brassicaceae
big-flower broom,Fabaceae
bigflower cinquefoil,Rosaceae
bigflower clover,Fabaceae
bigflower pawpaw,Annonaceae
bigflower tellima,Saxifragaceae
bigfoot waterclover,Marsileaceae
bigfruit crab,Rosaceae
bigfruit dodder,Cuscutaceae
bigfruit evening primrose,Onagraceae
bigfruit hawthorn,Rosaceae
bighead dustymaiden,Asteraceae
bighead horkelia,Rosaceae
bighead knapweed,Asteraceae
bighead pygmycudweed,Asteraceae
bighead rush,Juncaceae
big-horn bog orchid,Orchidaceae
bigleaf aster,Asteraceae
bigleaf bristlegrass,Poaceae
bigleaf clover,Fabaceae
bigleaf crownbeard,Asteraceae
bigleaf lupine,Fabaceae
bigleaf magnolia,Magnoliaceae
bigleaf maple,Aceraceae
bigleaf mistletoe,Viscaceae
bigleaf paspalum,Poaceae
bigleaf periwinkle,Apocynaceae
bigleaf sedge,Cyperaceae
bigleaf snowbell,Styracaceae
big-mouth star orchid,Orchidaceae
bignay,Euphorbiaceae
bignonia,Bignoniaceae
bigpod ceanothus,Rhamnaceae
bigpod lady's nightcap,Convolvulaceae
bigpod sesbania,Fabaceae
bigroot blue-eyed grass,Iridaceae
bigroot springparsley,Apiaceae
big-sage,Lamiaceae
bigseed alfalfa dodder,Cuscutaceae
bigseed biscuitroot,Apiaceae
bigseed dodder,Cuscutaceae
bigseed pepperweed,Brassicaceae
big-spore quillwort,Isoetaceae
bigtooth aspen,Salicaceae
bigtooth maple,Aceraceae
bigtop lovegrass,Poaceae
bijao,Zingiberaceae
bilimbi,Oxalidaceae
Bill Williams Mountain giant hyssop,Lamiaceae
Billarder's bryum moss,Bryaceae
billbergia,Bromeliaceae
Billings' sedge,Cyperaceae
billion-dollar grass,Poaceae
Bill's neoparrya,Apiaceae
bilobed grewia,Tiliaceae
Biltmore's carrionflower,Smilacaceae
bindweed,Convolvulaceae
bindweed dwarf morning-glory,Convolvulaceae
Bingen lupine,Fabaceae
Bingham's false bindweed,Convolvulaceae
binjai,Anacardiaceae
Bioletti's fleabane,Asteraceae
Bioletti's rush broom,Fabaceae
bipinnate princesplume,Brassicaceae
birch,Betulaceae
birchbark dot lichen,Arthopyreniaceae
birchleaf mountain mahogany,Rosaceae
bird beaksedge,Cyperaceae
bird clover,Fabaceae
bird spiderflower,Capparaceae
bird vetch,Fabaceae
birdbill dayflower,Commelinaceae
birdbill woodoats,Poaceae
birdcage evening primrose,Onagraceae
birdcatching sedge,Cyperaceae
birdcherry,Myrtaceae
birdeye pearlwort,Caryophyllaceae
birdeye primrose,Primulaceae
birdeye speedwell,Scrophulariaceae
birdflower,Fabaceae
birdfoot checkerbloom,Malvaceae
birdfoot cliffbrake,Pteridaceae
birdfoot sagebrush,Asteraceae
birdfoot violet,Violaceae
birdnest buckwheat,Polygonaceae
birdnest fern,Aspleniaceae
birdnest milkvetch,Fabaceae
bird-of-paradise,Strelitziaceae
bird-of-paradise shrub,Fabaceae
bird-of-paradise -tree,Strelitziaceae
bird's-beak,Scrophulariaceae
birdseed leaf-flower,Euphorbiaceae
bird's-eye bush,Ochnaceae
bird's-eye cress,Brassicaceae
bird's-eye gilia,Polemoniaceae
bird's-foot,Fabaceae
bird's-foot trefoil,Fabaceae
birdwing fern,Polypodiaceae
birdwing passionflower,Passifloraceae
birdwing treefern,Cyatheaceae
birdwood grass,Poaceae
biriba,Annonaceae
Birmingham blackberry,Rosaceae
birthwort,Aristolochiaceae
Bisbee Peak rushrose,Cistaceae
Bisbee spinystar,Cactaceae
Biscayne pricklyash,Rutaceae
Bischoff's rinodina lichen,Physciaceae
biscuitroot,Apiaceae
bishop,Apiaceae
Bishop pine,Pinaceae
bishop's goutweed,Apiaceae
bishop's hat,Cactaceae
bishop's milkvetch,Fabaceae
bishopwood,Euphorbiaceae
bistort cartilage lichen,Ramalinaceae
Bithynian vetch,Fabaceae
bitter ash,Simaroubaceae
bitter cherry,Rosaceae
Bitter Creek phacelia,Hydrophyllaceae
bitter dock,Polygonaceae
bitter fleabane,Asteraceae
bitter ginger,Zingiberaceae
bitter gooseberry,Grossulariaceae
bitter lettuce,Asteraceae
bitter orange,Rutaceae
bitter panicgrass,Poaceae
bitter root,Portulacaceae
bitter root draba,Brassicaceae
bitter rubberweed,Asteraceae
bitter snakewood,Rhamnaceae
Bitter tube lichen,Parmeliaceae
bitter yam,Dioscoreaceae
bitterbrush,Rosaceae
bitterbush,Simaroubaceae
bittercress,Brassicaceae
bittercress ragwort,Asteraceae
bitternut hickory,Juglandaceae
bitterroot buckwheat,Polygonaceae
Bitterroot milkvetch,Fabaceae
bittersweet,Celastraceae
bittervine,Asteraceae
bitterweed,Asteraceae
bitterwood,Simaroubaceae
bituminaria,Fabaceae
bixa,Bixaceae
black alpine sedge,Cyperaceae
black ambret,Fabaceae
black apple,Ebenaceae
black ash,Oleaceae
black bamboo,Poaceae
black baneberry,Ranunculaceae
black beadfern,Dennstaedtiaceae
black bindweed,Polygonaceae
black bogrush,Cyperaceae
black booyong,Sterculiaceae
black bristlegrass,Poaceae
black bugbane,Ranunculaceae
black calabash,Bignoniaceae
Black Canyon gilia,Polemoniaceae
black cherry,Rosaceae
black chokeberry,Rosaceae
black chokecherry,Rosaceae
black coral-pea,Fabaceae
black cottonwood,Salicaceae
black crowberry,Empetraceae
black cumin,Ranunculaceae
black cutch,Fabaceae
black damar,Burseraceae
black didymodon moss,Pottiaceae
black disc lichen,Physciaceae
black dropseed,Poaceae
black edge sedge,Cyperaceae
black elderberry,Caprifoliaceae
black flatsedge,Cyperaceae
black fonio,Poaceae
black garlic,Liliaceae
black golf club moss,Catoscopiaceae
black gram,Fabaceae
black grama,Poaceae
black hawthorn,Rosaceae
black hellebore,Ranunculaceae
black henbane,Solanaceae
black hickory,Juglandaceae
black highbush blueberry,Ericaceae
Black Hills meadow-rue,Ranunculaceae
black horehound,Lamiaceae
black huckleberry,Ericaceae
black ironbox,Myrtaceae
black juniper,Cupressaceae
black locust,Fabaceae
black mampoo,Nyctaginaceae
black mangrove,Verbenaceae
black maple,Aceraceae
black marlock,Myrtaceae
black medick,Fabaceae
black mulberry,Moraceae
black mullein,Scrophulariaceae
black mustard,Brassicaceae
black nicker,Fabaceae
black nightshade,Solanaceae
black oak,Fagaceae
black papillaria moss,Meteoriaceae
black pepper,Piperaceae
black peppermint,Myrtaceae
black poui,Bignoniaceae
black prairie clover,Fabaceae
black psorotichia lichen,Lichinaceae
black pyrenothrix lichen,Pyrenotrichaceae
black raspberry,Rosaceae
Black River beardtongue,Scrophulariaceae
Black Rock Townsend daisy,Asteraceae
Black Rock wild cabbage,Brassicaceae
black sage,Lamiaceae
black sagebrush,Asteraceae
black salsify,Asteraceae
black sand spikerush,Cyperaceae
black sapote,Ebenaceae
black sedge,Cyperaceae
black she-oak,Casuarinaceae
black spikerush,Cyperaceae
black spleenwort,Aspleniaceae
black spruce,Pinaceae
black sweetwood,Lauraceae
black vetch,Fabaceae
black vetivergrass,Poaceae
black walnut,Juglandaceae
black wattle,Fabaceae
black willow,Salicaceae
blackandwhite sedge,Cyperaceae
blackbead,Fabaceae
blackberry,Rosaceae
blackberry lily,Iridaceae
black-box,Myrtaceae
blackbract pipewort,Eriocaulaceae
blackbract willow,Salicaceae
blackbrush,Rosaceae
blackbrush acacia,Fabaceae
blackbrush wattle,Fabaceae
blackbutt,Myrtaceae
blackcurly lichen,Parmeliaceae
blackdisk medick,Fabaceae
blackeyed pea,Fabaceae
blackeyed Susan,Asteraceae
blackeyed Susan vine,Acanthaceae
blackfoot,Asteraceae
blackfoot groundsmoke,Onagraceae
blackfoot quillwort,Isoetaceae
Blackfoot River evening primrose,Onagraceae
blackfoot sandmat,Euphorbiaceae
blackfruit dogwood,Cornaceae
blackfruit spikerush,Cyperaceae
blackgirdle bulrush,Cyperaceae
blackgum,Cornaceae
blackhaw,Caprifoliaceae
blackhead fleabane,Asteraceae
black-heads,Poaceae
blackish locoweed,Fabaceae
blackish oxytrope,Fabaceae
blackjack oak,Fagaceae
blacklancewood,Annonaceae
blackmat splashzone moss,Scouleriaceae
blackrodwood,Myrtaceae
blackroot,Asteraceae
blackroot sedge,Cyperaceae
black-sage,Boraginaceae
blacksamson echinacea,Asteraceae
blackseed plantain,Plantaginaceae
blackseed ricegrass,Poaceae
blackseed sandspurry,Caryophyllaceae
blackseed speargrass,Poaceae
blackseed spurge,Euphorbiaceae
blacksenna,Scrophulariaceae
blackspore oakfern,Dryopteridaceae
blackspore quillwort,Isoetaceae
blackspot hornpoppy,Papaveraceae
blackstem spleenwort,Aspleniaceae
blacktack phacelia,Hydrophyllaceae
blackthorn,Rosaceae
blackthread lichen,Placynthiaceae
blacktorch,Rubiaceae
blackwood,Fabaceae
bladder campion,Caryophyllaceae
bladder pod,Brassicaceae
bladder senna,Fabaceae
bladderfern,Dryopteridaceae
bladdermallow,Malvaceae
bladdernut,Staphyleaceae
bladderpod,Brassicaceae
bladderpod spiderflower,Capparaceae
bladdersage,Lamiaceae
bladder-senna,Fabaceae
bladderwort,Lentibulariaceae
Blaine fishhook cactus,Cactaceae
Blair's wirelettuce,Asteraceae
Blakley's spineflower,Polygonaceae
Blanchard's dewberry,Rosaceae
Blanchard's hawthorn,Rosaceae
Blandow's helodium moss,Helodiaceae
blanketflower,Asteraceae
blanketleaf willow,Salicaceae
Blasdale bentgrass,Poaceae
blazing star,Asteraceae
blazingstar,Loasaceae
blechum,Acanthaceae
bleeding heart,Fumariaceae
blemished lichen,Phlyctidaceae
blepharipappus,Asteraceae
blepharizonia,Asteraceae
blessed milkthistle,Asteraceae
blessed thistle,Asteraceae
bletia,Orchidaceae
bletilla,Orchidaceae
blighia,Sapindaceae
blind pricklypear,Cactaceae
blindeyes,Papaveraceae
blindia moss,Seligeriaceae
Blind's bryum moss,Bryaceae
blister sedge,Cyperaceae
blister vetch,Fabaceae
blistered naval lichen,Umbilicariaceae
blistered navel lichen,Umbilicariaceae
blisterwort,Ranunculaceae
blite goosefoot,Chenopodiaceae
Blochman's erigeron,Asteraceae
Blochman's larkspur,Ranunculaceae
Blochman's liveforever,Crassulaceae
Blodgett's crowngrass,Poaceae
Blodgett's sage,Lamiaceae
Blodgett's silverbush,Euphorbiaceae
Blodgett's swallow-wort,Asclepiadaceae
blood currant,Grossulariaceae
blood iris,Iridaceae
blood lichen,Mycoblastaceae
blood panicgrass,Poaceae
blood sage,Lamiaceae
blooddrops,Ranunculaceae
bloodflower,Asclepiadaceae
blood-flower,Liliaceae
bloodgrass,Poaceae
bloodleaf,Amaranthaceae
blood-red pricklypear,Cactaceae
bloodroot,Papaveraceae
bloodstain lichen,Haematommataceae
blood-trumpet,Bignoniaceae
bloodtwig dogwood,Cornaceae
bloodwoodtree,Fabaceae
bloody butcher,Liliaceae
bloody geranium,Geraniaceae
Bloomer's aster,Asteraceae
Bloomer's buttercup,Ranunculaceae
blow wives,Asteraceae
blowout beardtongue,Scrophulariaceae
blowout grass,Poaceae
blue and white daisybush,Asteraceae
blue ash,Oleaceae
blue birch,Betulaceae
blue boneset,Asteraceae
blue bugle,Lamiaceae
blue cohosh,Berberidaceae
blue crowngrass,Poaceae
blue daisy,Asteraceae
Blue Diamond cholla,Cactaceae
blue dwarf fleabane,Asteraceae
blue elderberry,Caprifoliaceae
blue eyed Mary,Scrophulariaceae
blue fenugreek,Fabaceae
blue fieldmadder,Rubiaceae
blue fiestaflower,Hydrophyllaceae
blue finger,Asteraceae
blue flax,Linaceae
blue funnel lily,Liliaceae
blue gem,Scrophulariaceae
blue giant hyssop,Lamiaceae
blue grama,Poaceae
blue huckleberry,Ericaceae
blue lawngrass,Poaceae
blue leadwood,Plumbaginaceae
blue lettuce,Asteraceae
blue limestone columbine,Ranunculaceae
blue lupine,Fabaceae
blue maidencane,Poaceae
blue milkwort,Polygalaceae
blue mistflower,Asteraceae
Blue Mountain beardtongue,Scrophulariaceae
Blue Mountain biscuitroot,Apiaceae
Blue Mountain buckwheat,Polygonaceae
Blue Mountain buttercup,Ranunculaceae
Blue Mountain catchfly,Caryophyllaceae
Blue Mountain milkvetch,Fabaceae
Blue Mountain onion,Liliaceae
Blue Mountain prairie clover,Fabaceae
blue mountainheath,Ericaceae
blue mudplantain,Pontederiaceae
blue nodding locoweed,Fabaceae
blue oak,Fagaceae
blue orchid,Orchidaceae
blue paloverde,Fabaceae
blue panicum,Poaceae
blue penstemon,Scrophulariaceae
blue plantain lily,Liliaceae
blue potatobush,Solanaceae
blue pussyleaf,Acanthaceae
blue pygmyflower,Polygalaceae
blue rattlesnake,Fabaceae
Blue Ridge bittercress,Brassicaceae
Blue Ridge blueberry,Ericaceae
Blue Ridge carrionflower,Smilacaceae
Blue Ridge catchfly,Caryophyllaceae
Blue Ridge goldenrod,Asteraceae
Blue Ridge horsebalm,Lamiaceae
Blue Ridge sedge,Cyperaceae
Blue Ridge skullcap,Lamiaceae
Blue Ridge St. Johnswort,Clusiaceae
Blue Ridge wakerobin,Liliaceae
blue sage,Lamiaceae
blue sedge,Cyperaceae
blue skin lichen,Collemataceae
blue skullcap,Lamiaceae
blue spikemoss,Selaginellaceae
blue spruce,Pinaceae
blue threeawn,Poaceae
blue umbrella-sedge,Cyperaceae
blue waterhyssop,Scrophulariaceae
blue waxweed,Lythraceae
blue wild indigo,Fabaceae
blue wildrye,Poaceae
blue windflower,Ranunculaceae
blue wiss,Fabaceae
blue woodruff,Rubiaceae
blue woodsorrel,Oxalidaceae
bluebead,Liliaceae
bluebell bellflower,Campanulaceae
bluebell creeper,Pittosporaceae
bluebells,Boraginaceae
blueberry,Ericaceae
blueberry hawthorn,Rosaceae
blueberry willow,Salicaceae
bluebill,Ranunculaceae
blueblossom,Rhamnaceae
bluebonnet lupine,Fabaceae
bluebowls,Polemoniaceae
bluebunch wheatgrass,Poaceae
bluecrown passionflower,Passifloraceae
bluecup,Campanulaceae
bluecurls,Lamiaceae
bluedevil,Boraginaceae
bluedicks,Liliaceae
bluedome primrose,Primulaceae
blueeyed grass,Iridaceae
blue-eyed grass,Iridaceae
blueflower butterwort,Lentibulariaceae
blueflower eryngo,Apiaceae
bluefly honeysuckle,Caprifoliaceae
blue-fly honeysuckle,Caprifoliaceae
bluegrass,Poaceae
bluegreen saltbush,Chenopodiaceae
bluehead gilia,Polemoniaceae
bluehearts,Scrophulariaceae
bluejack oak,Fagaceae
bluejacket,Commelinaceae
bluejoint,Poaceae
bluejoint panicgrass,Poaceae
blueleaf beardtongue,Scrophulariaceae
blueleaf honeysuckle,Caprifoliaceae
blue-leaf stringybark,Myrtaceae
bluemink,Asteraceae
blue-oxalis,Fabaceae
bluepod rockcress,Brassicaceae
blue-sage,Acanthaceae
bluestar,Apocynaceae
bluestem,Poaceae
bluestem beardtongue,Scrophulariaceae
bluestem pricklypoppy,Papaveraceae
bluestem yucca,Agavaceae
bluet,Rubiaceae
bluethread,Burmanniaceae
blue-tulip,Iridaceae
bluewater fleabane,Asteraceae
bluewings,Scrophulariaceae
bluewitch,Solanaceae
bluewitch nightshade,Solanaceae
bluff rockdaisy,Asteraceae
bluish spikemoss,Selaginellaceae
blumea,Asteraceae
Blumer's draba,Brassicaceae
blunt broom sedge,Cyperaceae
blunt chaff flower,Amaranthaceae
blunt spikerush,Cyperaceae
blunt tansymustard,Brassicaceae
bluntflower rush,Juncaceae
bluntleaf bedstraw,Rubiaceae
blunt-leaf cassia,Fabaceae
bluntleaf hayscented fern,Dennstaedtiaceae
bluntleaf pondweed,Potamogetonaceae
bluntleaf sandwort,Caryophyllaceae
bluntleaf silverbush,Euphorbiaceae
bluntleaf spikemoss,Selaginellaceae
bluntleaf spleenwort,Aspleniaceae
bluntleaf waterleaf,Hydrophyllaceae
bluntleaf yellowcress,Brassicaceae
bluntleaved orchid,Orchidaceae
bluntlobe cliff fern,Dryopteridaceae
bluntlobe cyanea,Campanulaceae
bluntlobe grapefern,Ophioglossaceae
bluntlobe lupine,Fabaceae
bluntpod bundleflower,Fabaceae
bluntscale bahia,Asteraceae
bluntseed sweetroot,Apiaceae
blutaparon,Amaranthaceae
Blytt's andreaea moss,Andreaeaceae
Blytt's bryum moss,Bryaceae
Blytt's calcareous moss,Mniaceae
Blytt's kiaeria moss,Dicranaceae
blyxa,Hydrocharitaceae
Boas' trematodon moss,Bruchiaceae
boat thatching grass,Poaceae
boatlily,Commelinaceae
bobtail barley,Poaceae
Boccone's clover,Fabaceae
Boccone's sandspurry,Caryophyllaceae
bocconia,Papaveraceae
Bodie Hills cusickiella,Brassicaceae
Bodie Hills rockcress,Brassicaceae
Bodin's milkvetch,Fabaceae
bodywood,Boraginaceae
Boehmer's cat's-tail,Poaceae
boesenbergia,Zingiberaceae
bog adder's-mouth orchid,Orchidaceae
bog alkaligrass,Poaceae
bog anemone,Ranunculaceae
bog aster,Asteraceae
bog beggarticks,Asteraceae
bog birch,Betulaceae
bog blueberry,Ericaceae
bog bluegrass,Poaceae
bog bulrush,Cyperaceae
bog chickweed,Caryophyllaceae
bog clermontia,Campanulaceae
bog colicwood,Myrsinaceae
bog cyrtandra,Gesneriaceae
bog dewberry,Rosaceae
bog dubautia,Asteraceae
bog fern,Thelypteridaceae
bog goldenrod,Asteraceae
bog hair grass,Poaceae
bog korthal mistletoe,Viscaceae
bog labordia,Loganiaceae
bog Labrador tea,Ericaceae
bog laurel,Ericaceae
bog lobelia,Campanulaceae
bog mirrorplant,Rubiaceae
bog muhly,Poaceae
bog orchid,Orchidaceae
bog pimpernel,Primulaceae
bog rosemary,Ericaceae
bog rosette grass,Poaceae
bog rush,Juncaceae
bog sedge,Cyperaceae
bog smartweed,Polygonaceae
bog spicebush,Lauraceae
bog stenogyne,Lamiaceae
bog stitchwort,Caryophyllaceae
bog white violet,Violaceae
bog willow,Salicaceae
bog willowherb,Onagraceae
bog yellowcress,Brassicaceae
bog yelloweyed grass,Xyridaceae
bogbutton,Eriocaulaceae
Boggs Lake dodder,Cuscutaceae
Boggs Lake hedgehyssop,Scrophulariaceae
bogmat,Lemnaceae
bogrush,Cyperaceae
Bohemian knotweed,Polygonaceae
bois bande,Theophrastaceae
Boise milkvetch,Fabaceae
Boissier's clover,Fabaceae
Boivin's rockcress,Brassicaceae
boje,Celastraceae
bola de nieve,Rubiaceae
Bolack's sand verbena,Nyctaginaceae
Bolander beach pine,Pinaceae
Bolander's bedstraw,Rubiaceae
Bolander's bluegrass,Poaceae
Bolander's brachythecium moss,Brachytheciaceae
Bolander's bruchia moss,Bruchiaceae
Bolander's cladidium lichen,Lecanoraceae
Bolander's claopodium moss,Leskeaceae
Bolander's entosthodon moss,Funariaceae
Bolander's hawkweed,Asteraceae
Bolander's knotweed,Polygonaceae
Bolander's lily,Liliaceae
Bolander's linanthus,Polemoniaceae
Bolander's madia,Asteraceae
Bolander's map lichen,Rhizocarpaceae
Bolander's milkvetch,Fabaceae
Bolander's mock dandelion,Asteraceae
Bolander's monkeyflower,Scrophulariaceae
Bolander's mule-ears,Asteraceae
Bolander's onion,Liliaceae
Bolander's orthotrichum moss,Orthotrichaceae
Bolander's pea,Fabaceae
Bolander's peltula lichen,Peltulaceae
Bolander's phacelia,Hydrophyllaceae
Bolander's pohlia moss,Bryaceae
Bolander's quillwort,Isoetaceae
Bolander's ragwort,Asteraceae
Bolander's reedgrass,Poaceae
Bolander's rinodina lichen,Physciaceae
Bolander's rush,Juncaceae
Bolander's sedge,Cyperaceae
Bolander's silene,Caryophyllaceae
Bolander's spikerush,Cyperaceae
Bolander's tortula moss,Pottiaceae
Bolander's water-starwort,Callitrichaceae
Bolander's woodland-star,Saxifragaceae
Bolander's woodreed,Poaceae
Bolander's yampah,Apiaceae
Boldingh's dodder,Cuscutaceae
boldo,Monimiaceae
boleko nut,Olacaceae
Bolinas manzanita,Ericaceae
Bolivar brosimum,Moraceae
Bolivian burhead,Alismataceae
Bolivian fuchsia,Onagraceae
Bolivian panicgrass,Poaceae
Bolivian walnut,Juglandaceae
Bollean mistletoe,Viscaceae
bolo bolo,Tiliaceae
bomarea,Liliaceae
bommeria fern,Pteridaceae
bonavist-bean,Fabaceae
bonebract,Asteraceae
bonebract amaranth,Amaranthaceae
boneset,Asteraceae
Bonjean's dicranum moss,Dicranaceae
bonnet orchid,Orchidaceae
Bonneville pea,Fabaceae
Bonneville saltbush,Chenopodiaceae
Bonneville shootingstar,Primulaceae
Bonny Doon manzanita,Ericaceae
Bonpland willow,Salicaceae
Bonpland's croton,Euphorbiaceae
Bonpland's scribble lichen,Opegraphaceae
Bonsey's hollyfern,Dryopteridaceae
bontia,Myoporaceae
boojum tree,Fouquieriaceae
book-leaf mallee,Myrtaceae
Boom's quillwort,Isoetaceae
Booth's evening primrose,Onagraceae
Booth's suncup,Onagraceae
Booth's willow,Salicaceae
Boott's goldenrod,Asteraceae
Boott's sedge,Cyperaceae
boquillas sandmat,Euphorbiaceae
borage,Boraginaceae
borassus palm,Arecaceae
boraxweed,Chenopodiaceae
border creepingfern,Dennstaedtiaceae
border horkelia,Rosaceae
border pinyon,Pinaceae
border pricklypear,Cactaceae
border privet,Oleaceae
boreal alopecurus,Poaceae
boreal bedstraw,Rubiaceae
boreal bog sedge,Cyperaceae
boreal carnation,Caryophyllaceae
boreal catchfly,Caryophyllaceae
Boreal chickweed,Caryophyllaceae
boreal cup lichen,Cladoniaceae
boreal draba,Brassicaceae
boreal fescue,Poaceae
boreal fleabane,Asteraceae
boreal locoweed,Fabaceae
boreal map lichen,Rhizocarpaceae
boreal orange lichen,Teloschistaceae
boreal phlox,Polemoniaceae
boreal primrose,Primulaceae
boreal sagebrush,Asteraceae
boreal starwort,Caryophyllaceae
boreal yarrow,Asteraceae
borinda,Poaceae
Bornean ironwood,Lauraceae
Borneo camphor,Dipterocarpaceae
Bornholm's bryum moss,Bryaceae
boronia,Rutaceae
Borrego bedstraw,Rubiaceae
Borrego milkvetch,Fabaceae
Bory's cup lichen,Cladoniaceae
borzicactus,Cactaceae
boscia,Capparaceae
Bosc's mille graines,Rubiaceae
Bosc's panicgrass,Poaceae
